character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence,ipa,tone,tone_height,tone_contour,tone_level,tone_rising,tone_falling,tone_melody,tone_register,tone_pitch,vowel_backedness,vowel_height,vowel_roundedness,size,masculine,feminine
巩,gong3,6,3490,626,0.696,698,499,495,739,1345,340,2.174,2.434,2.368,3.57,8.006,3.778,3.722,5.326,60.003,4.215,3.75,3.0,3.2,koŋ,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,middle,rounded,missing,0.847910592808552,0.152089407191448
共,gong4,6,7574,1596,0.652,4610,1837,1333,795,446,144,14.361,8.961,6.378,3.841,2.655,1.6,6.299,5.137,675.272,3.17,3.25,3.2,3.0,koŋ,4,high,falling,0,0,1,low,-upper,raised_L,back,middle,rounded,missing,0.8259541984732824,0.17404580152671756
勾,gou1,4,7,3,0.4,5,1,3,0,1,0,0.016,0.005,0.014,0.0,0.006,0.0,0.007,5.997,35.757,4.435,2.0625,2.3,2.6,kou,1,high,level,1,0,0,high,+upper,raised_H,back,high,rounded,missing,0.7,0.3
钩,gou1,9,861,121,0.754,456,165,129,124,78,30,1.421,0.805,0.617,0.599,0.464,0.333,0.707,5.768,26.432,4.562,2.0625,1.9,2.9,kou,1,high,level,1,0,0,high,+upper,raised_H,back,high,rounded,missing,0.8767820773930753,0.12321792260692464
苟,gou3,8,17574,1427,0.85,13150,3350,1530,477,354,64,40.966,16.341,7.321,2.304,2.107,0.711,11.625,4.899,11.576,4.9,2.3125,2.4,2.9,kou,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.9248986895426556,0.07510131045734435
姑,gu1,8,622,82877,-0.985,49220,16298,9570,5247,2766,385,153.333,79.502,45.789,25.348,16.464,4.278,54.119,4.259,169.204,3.769,2.6875,2.9,2.5,ku,1,high,level,1,0,0,high,+upper,raised_H,back,high,rounded,missing,0.007449191008275549,0.9925508089917244
古,gu3,5,28515,11759,0.416,14254,6347,5607,6140,5744,2197,44.405,30.961,26.828,29.662,34.19,24.411,31.743,4.485,414.231,3.382,3.3125,3.2,3.2,ku,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.7080250285544023,0.29197497144559764
谷,gu3,7,69954,75245,-0.036,61855,32803,23581,13660,8897,4347,192.695,160.015,112.828,65.99,52.958,48.3,105.464,3.973,118.591,3.922,3.375,3.6,2.7,ku,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.48178017754943214,0.5182198224505679
鼓,gu3,13,224,43,0.678,27,31,44,68,73,23,0.084,0.151,0.211,0.329,0.435,0.256,0.244,5.905,165.024,3.78,2.9375,3.1,2.6,ku,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.8389513108614233,0.16104868913857678
固,gu4,8,12690,888,0.869,5656,1931,1979,1801,1389,821,17.62,9.42,9.469,8.7,8.268,9.122,10.433,4.942,313.969,3.502,3.3125,3.0,3.1,ku,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.9346000883782589,0.06539991162174105
顾,gu4,10,4018,1527,0.449,511,301,392,925,1464,1957,1.592,1.468,1.876,4.469,8.714,21.744,6.644,5.117,205.154,3.686,3.375,3.6,3.2,ku,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.7246167718665464,0.27538322813345356
乖,guai1,8,2215,9747,-0.63,5124,2554,1760,1116,1130,262,15.963,12.459,8.421,5.391,6.726,2.911,8.645,5.016,15.435,4.784,2.875,3.2,2.4,kuai,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.18516970406286573,0.8148302959371343
关,guan1,6,182042,81075,0.384,111325,51914,39911,32142,21381,6373,346.807,253.239,190.962,155.275,127.268,70.811,190.727,3.717,1535.953,2.813,3.125,3.1,3.2,kuan,1,high,level,1,0,0,high,+upper,raised_H,center,high,rounded,large,0.6918671161498496,0.3081328838501503
观,guan1,6,223611,148789,0.201,144424,60088,45590,57860,49410,14699,449.919,293.112,218.134,279.517,294.107,163.322,283.019,3.547,1037.539,2.984,3.4375,3.4,3.1,kuan,1,high,level,1,0,0,high,+upper,raised_H,center,high,rounded,large,0.6004591836734694,0.3995408163265306
官,guan1,8,222168,44703,0.665,126029,45504,32735,28179,22619,11684,392.614,221.971,156.627,136.13,134.637,129.822,195.3,3.707,304.837,3.515,3.4375,2.5,3.1,kuan,1,high,level,1,0,0,high,+upper,raised_H,center,high,rounded,large,0.8324921029261328,0.16750789707386715
莞,guan3,10,897,7068,-0.775,281,209,352,1100,3034,2988,0.875,1.02,1.684,5.314,18.06,33.2,10.026,4.958,1.093,5.679,3.625,3.2,2.9,wan,3,low,falling-rising,0,1,1,low,-upper,raised_H,center,low,unround,large,0.11261770244821093,0.8873822975517891
馆,guan3,11,60,7,0.791,10,4,7,11,28,7,0.031,0.02,0.033,0.053,0.167,0.078,0.064,5.973,115.375,3.934,2.6875,2.8,2.5,kuan,3,low,falling-rising,0,1,1,low,-upper,raised_H,center,high,rounded,large,0.8955223880597015,0.1044776119402985
管,guan3,14,3878,1719,0.386,2214,859,707,780,677,372,6.897,4.19,3.383,3.768,4.03,4.133,4.4,5.268,816.243,3.088,3.0625,2.9,2.9,kuan,3,low,falling-rising,0,1,1,low,-upper,raised_H,center,high,rounded,large,0.6928711809898159,0.307128819010184
贯,guan4,9,25035,4999,0.667,12618,5256,4828,3987,2217,1132,39.308,25.639,23.1,19.261,13.196,12.578,22.18,4.635,109.394,3.957,3.5,3.0,3.1,kuan,4,high,falling,0,0,1,low,-upper,raised_L,center,high,rounded,large,0.8335553039888127,0.16644469601118733
冠,guan4,9,453553,91190,0.665,101780,53055,66987,117085,119102,86809,317.072,258.805,320.512,565.628,708.94,964.544,522.584,3.281,66.434,4.171,4.5,3.4,3.8,kuan,4,high,falling,0,0,1,low,-upper,raised_L,center,high,rounded,large,0.8325999599811287,0.1674000400188713
瓘,guan4,21,35,15,0.4,11,1,4,8,13,13,0.034,0.005,0.019,0.039,0.077,0.144,0.053,5.978,0.0,6.0,3.1875,2.9,2.9,kuan,4,high,falling,0,0,1,low,-upper,raised_L,center,high,rounded,large,0.7,0.3
光,guang1,6,7346787,2043014,0.565,3447411,1944537,1793858,1294326,682723,222705,10739.598,9485.546,8583.053,6252.783,4063.827,2474.5,6933.218,2.159,941.65,3.026,4.125,3.8,3.2,kuaŋ,1,high,level,1,0,0,high,+upper,raised_H,center,high,rounded,large,0.7824220129904776,0.21757798700952236
广,guang3,3,4101481,1033730,0.597,1779945,1054042,929556,718823,451495,194736,5545.0,5141.668,4447.636,3472.575,2687.47,2163.733,3909.68,2.408,556.038,3.254,4.0625,3.5,3.5,kuaŋ,3,low,falling-rising,0,1,1,low,-upper,raised_H,center,high,rounded,large,0.7986976581877551,0.2013023418122449
桄,guang4,10,442,60,0.761,45,36,72,113,126,110,0.14,0.176,0.344,0.546,0.75,1.222,0.53,5.815,0.0,6.0,2.8125,3.1,2.8,kuaŋ,4,high,falling,0,0,1,low,-upper,raised_L,center,high,rounded,large,0.8804780876494024,0.11952191235059761
归,gui1,5,5270,2770,0.311,971,724,1013,2226,2745,362,3.025,3.532,4.847,10.754,16.339,4.022,7.087,5.092,188.047,3.723,2.875,3.6,2.7,kuei,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.6554726368159204,0.3445273631840796
圭,gui1,6,2557,1429,0.283,1367,334,339,604,920,422,4.259,1.629,1.622,2.918,5.476,4.689,3.432,5.353,2.83,5.417,3.375,2.8,3.4,kuei,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.6414952333166082,0.3585047666833919
规,gui1,8,3611,576,0.725,1242,586,906,941,416,96,3.869,2.859,4.335,4.546,2.476,1.067,3.192,5.378,803.895,3.094,2.9375,2.8,2.9,kuei,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.8624313350847862,0.13756866491521375
瑰,gui1,13,611,11460,-0.899,1773,1706,2510,4101,1597,384,5.523,8.322,12.01,19.812,9.506,4.267,9.907,4.962,13.956,4.825,3.875,3.4,3.3,kuei,1,high,level,1,0,0,high,+upper,raised_H,front,high,rounded,small,0.05061718167508906,0.9493828183249109
癸,gui3,9,1181,414,0.481,151,109,202,438,471,224,0.47,0.532,0.967,2.116,2.804,2.489,1.563,5.591,1.479,5.606,2.8125,2.6,3.1,kuei,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,rounded,small,0.7404388714733542,0.25956112852664576
柜,gui4,8,304,73,0.613,145,46,49,57,56,23,0.452,0.224,0.234,0.275,0.333,0.256,0.296,5.887,38.78,4.4,2.5,2.5,2.4,kuei,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.8063660477453581,0.19363395225464192
炅,gui4,8,4832,1051,0.643,72,165,461,667,1319,3202,0.224,0.805,2.206,3.222,7.851,35.578,8.314,5.031,0.643,5.784,3.8125,3.2,3.6,t͡ɕioŋ,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.8213496515383308,0.17865034846166922
贵,gui4,9,5655959,2012714,0.475,3410776,1695274,1243381,745573,421387,148994,10625.47,8269.629,5949.191,3601.802,2508.256,1655.489,5434.973,2.265,205.218,3.686,4.375,3.8,3.4,kuei,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.7375407713955204,0.26245922860447957
桂,gui4,10,2561248,15588785,-0.718,10136441,4055348,2355842,1018242,438881,128418,31577.698,19782.185,11271.971,4919.043,2612.387,1426.867,11931.692,1.923,76.081,4.113,3.8125,3.8,3.5,kuei,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.14111533571316373,0.8588846642868363
桧,gui4,10,1470,2519,-0.263,276,134,283,789,1300,1208,0.86,0.654,1.354,3.812,7.738,13.422,4.64,5.249,2.315,5.479,2.0,2.1,2.5,kuei,4,high,falling,0,0,1,low,-upper,raised_L,front,high,rounded,small,0.3685134118826774,0.6314865881173226
郭,guo1,10,15947,23816,-0.198,21877,2111,2591,4457,5382,3339,68.153,10.298,12.397,21.531,32.036,37.1,30.253,4.505,73.701,4.127,3.1875,2.7,2.8,kuo,1,high,level,1,0,0,high,+upper,raised_H,back,high,rounded,missing,0.4010512285290345,0.5989487714709655
国,guo2,8,18301106,3807903,0.656,7185052,5434182,4908864,2675218,1372216,534949,22383.34,26508.205,23487.388,12923.758,8167.952,5943.878,16569.087,1.781,4350.742,2.361,4.0,3.5,3.6,kuo,2,mid,rising,0,1,0,high,+upper,raised_L,back,high,rounded,missing,0.8277669071463131,0.17223309285368693
果,guo3,8,221559,322482,-0.186,140058,93747,101279,102722,62576,42041,436.318,457.302,484.589,496.242,372.476,467.122,452.342,3.344,1194.459,2.922,3.75,3.1,2.7,kuo,3,low,falling-rising,0,1,1,low,-upper,raised_H,back,high,rounded,missing,0.40724688029027223,0.5927531197097278
过,guo4,6,12654,12499,0.006,9698,4556,3417,2571,3663,1386,30.212,22.224,16.349,12.42,21.804,15.4,19.735,4.683,3252.494,2.488,2.5,2.8,2.8,kuo,4,high,falling,0,0,1,low,-upper,raised_L,back,high,rounded,missing,0.5030811434023774,0.4969188565976225
哈,ha1,9,15871,3802,0.613,3208,2610,3326,3795,4720,2013,9.994,12.732,15.914,18.333,28.095,22.367,17.906,4.723,163.03,3.785,2.375,3.1,2.2,xa,1,high,level,1,0,0,high,+upper,raised_H,center,low,unround,large,0.8067402023077314,0.1932597976922686
还,hai2,7,3150,3991,-0.118,3683,981,717,624,786,303,11.474,4.785,3.431,3.014,4.679,3.367,5.125,5.213,2286.405,2.641,2.25,2.5,2.6,xuan,2,mid,rising,0,1,0,high,+upper,raised_L,center,high,rounded,large,0.44111468981935303,0.558885310180647
海,hai3,10,13454516,6106893,0.376,3467753,3122833,5020924,4797136,2314457,833171,10802.969,15233.332,24023.56,23174.57,13776.53,9257.456,16044.736,1.795,1030.4,2.987,3.875,3.7,2.9,xai,3,low,falling-rising,0,1,1,low,-upper,raised_H,front,high,unround,small,0.687809145036536,0.31219085496346405
含,han2,7,58652,164276,-0.474,25200,12199,14407,22850,57788,90532,78.505,59.507,68.933,110.386,343.976,1005.911,277.87,3.555,284.514,3.544,3.6875,3.4,2.8,xan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.2630983994832412,0.7369016005167588
函,han2,8,30961,50228,-0.237,1745,1053,2594,8817,22562,44447,5.436,5.137,12.411,42.594,134.298,493.856,115.622,3.933,31.513,4.488,3.8125,3.6,3.4,xan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.38134476345317714,0.6186552365468229
晗,han2,11,121520,202320,-0.25,734,2729,9955,35444,123941,150908,2.287,13.312,47.632,171.227,737.744,1676.756,441.493,3.354,0.836,5.736,4.3125,3.7,3.7,xan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.37524703557312256,0.6247529644268774
焓,han2,11,3662,5076,-0.162,16,45,132,637,2358,5543,0.05,0.22,0.632,3.077,14.036,61.589,13.267,4.846,0.322,5.879,3.4375,3.1,3.2,xan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.41908903639276723,0.5809109636072328
涵,han2,11,461895,738806,-0.231,14056,5864,13090,62061,251410,854177,43.788,28.605,62.632,299.812,1496.488,9490.856,1903.697,2.72,26.239,4.565,4.5,3.9,3.7,xan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.38468777822288813,0.6153122217771119
韩,han2,12,58734,41428,0.173,6262,5780,10343,18095,28943,30762,19.508,28.195,49.488,87.415,172.28,341.8,116.448,3.93,34.664,4.448,3.375,3.3,2.9,xan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.5863900481220423,0.4136099518779577
寒,han2,12,130974,190698,-0.186,19682,20421,36745,59389,101554,83702,61.315,99.615,175.813,286.903,604.488,930.022,359.693,3.443,114.217,3.938,3.375,2.0,3.2,xan,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.4071663060508841,0.5928336939491159
罕,han3,7,10623,11715,-0.049,2752,2222,3091,5848,5182,2830,8.573,10.839,14.789,28.251,30.845,31.444,20.79,4.662,24.889,4.587,2.75,2.1,2.3,xan,3,low,falling-rising,0,1,1,low,-upper,raised_H,center,low,unround,large,0.4755573462261617,0.5244426537738383
浛,han4,10,620,2222,-0.564,1,8,40,290,584,1917,0.003,0.039,0.191,1.401,3.476,21.3,4.402,5.267,0.0,6.0,3.125,2.9,3.0,浛,4,high,falling,0,0,1,low,-upper,raised_L,missing,missing,missing,missing,0.21815622800844475,0.7818437719915552
汉,han4,5,1984348,403287,0.662,1110221,497934,333822,215712,167318,61428,3458.632,2428.946,1597.234,1042.087,995.94,682.533,1700.895,2.769,281.427,3.549,3.125,3.1,2.9,xan,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.8310935297899386,0.16890647021006142
捍,han4,10,7995,608,0.859,2199,4118,1723,235,229,105,6.85,20.088,8.244,1.135,1.363,1.167,6.475,5.126,6.11,5.148,2.6875,2.2,3.2,xan,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.9293269789608276,0.07067302103917238
悍,han4,10,413,16,0.925,19,32,46,108,139,94,0.059,0.156,0.22,0.522,0.827,1.044,0.471,5.832,6.56,5.121,2.0625,2.1,2.8,xan,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.9627039627039627,0.037296037296037296
菡,han4,11,2841,60624,-0.91,828,928,2313,8811,16896,33684,2.579,4.527,11.067,42.565,100.571,374.267,89.263,4.044,0.707,5.768,3.875,3.4,3.1,xan,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.04476483100921768,0.9552351689907823
撼,han4,16,867,89,0.814,24,47,120,239,331,195,0.075,0.229,0.574,1.155,1.97,2.167,1.028,5.693,7.139,5.089,2.875,2.7,3.0,xan,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.9069037656903766,0.09309623430962342
翰,han4,16,139274,9966,0.866,11369,3891,5432,16783,46037,65684,35.417,18.98,25.99,81.077,274.03,729.822,194.219,3.709,8.103,5.041,4.25,3.7,4.1,xan,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.9332216563923881,0.0667783436076119
瀚,han4,19,152948,19719,0.772,1666,2180,5520,22736,57291,83326,5.19,10.634,26.411,109.836,341.018,925.844,236.489,3.624,4.952,5.225,4.3125,3.8,3.9,xan,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.8857975177654097,0.11420248223459029
夯,hang1,5,2606,906,0.484,1511,639,502,499,309,52,4.707,3.117,2.402,2.411,1.839,0.578,2.509,5.455,0.772,5.752,2.125,2.6,2.3,xaŋ,1,high,level,1,0,0,high,+upper,raised_H,center,low,unround,large,0.7420273348519362,0.2579726651480638
行,hang2,6,481566,83969,0.703,151260,78012,77462,82607,110247,65617,471.215,380.546,370.632,399.068,656.232,729.078,501.129,3.299,2495.997,2.603,3.25,3.2,2.9,ɕiŋ,2,mid,rising,0,1,0,high,+upper,raised_L,front,high,unround,small,0.8515228942505769,0.1484771057494231
杭,hang2,8,161756,47213,0.548,15791,10343,14328,29196,67522,71709,49.193,50.454,68.555,141.043,401.917,796.767,251.322,3.598,22.059,4.637,3.5,3.2,3.0,xaŋ,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.7740669668706842,0.22593303312931584
航,hang2,10,1032841,144549,0.754,16670,25446,55803,141451,433006,505160,51.931,124.127,267.0,683.338,2577.417,5612.889,1552.784,2.809,118.719,3.922,3.9375,3.4,3.2,xaŋ,2,mid,rising,0,1,0,high,+upper,raised_L,center,low,unround,large,0.8772292953057186,0.12277070469428142
沆,hang4,7,491,121,0.605,48,21,40,119,223,161,0.15,0.102,0.191,0.575,1.327,1.789,0.689,5.772,0.579,5.802,2.5,2.7,2.8,xaŋ,4,high,falling,0,0,1,low,-upper,raised_L,center,low,unround,large,0.8022875816993464,0.1977124183006536
蒿,hao1,13,1064,289,0.573,158,87,156,308,443,186,0.492,0.424,0.746,1.488,2.637,2.067,1.309,5.637,3.023,5.395,3.0625,2.8,3.0,xao,1,high,level,1,0,0,high,+upper,raised_H,center,middle,rounded,large,0.78640059127864,0.21359940872135993
毫,hao2,11,51054,1921,0.927,8212,4612,5196,7829,18211,8940,25.583,22.498,24.861,37.821,108.399,99.333,53.083,4.267,146.502,3.831,2.25,2.6,2.6,xao,2,mid,rising,0,1,0,high,+upper,raised_L,center,middle,rounded,large,0.9637376120811704,0.03626238791882964
豪,hao2,14,2337394,40411,0.966,64123,43036,69169,166313,831520,1203648,199.76,209.932,330.952,803.444,4949.524,13373.867,3311.247,2.48,50.742,4.286,4.3125,3.6,3.8,xao,2,mid,rising,0,1,0,high,+upper,raised_L,center,middle,rounded,large,0.9830049141960758,0.01699508580392421
好,hao3,6,355376,352329,0.004,277212,140945,112325,70786,52935,53898,863.589,687.537,537.44,341.961,315.089,598.867,557.414,3.253,2126.012,2.672,4.25,3.9,3.1,xao,3,low,falling-rising,0,1,1,low,-upper,raised_H,center,middle,rounded,large,0.5021527331303297,0.4978472668696703
郝,hao3,9,3396,1393,0.418,240,145,237,778,1377,2011,0.748,0.707,1.134,3.758,8.196,22.344,6.148,5.146,7.975,5.047,3.5625,3.5,3.2,xao,3,low,falling-rising,0,1,1,low,-upper,raised_H,center,middle,rounded,large,0.7091250783044477,0.2908749216955523
镐,hao4,15,6056,145,0.953,1932,688,447,457,1053,1656,6.019,3.356,2.139,2.208,6.268,18.4,6.398,5.131,3.859,5.313,3.25,2.6,3.1,xao,4,high,falling,0,0,1,low,-upper,raised_L,center,middle,rounded,large,0.9766166747298822,0.023383325270117723
昊,hao4,8,1017892,72864,0.866,3690,7416,31118,119070,358516,571081,11.495,36.176,148.89,575.217,2134.024,6345.344,1541.858,2.812,0.836,5.736,4.3125,3.7,3.7,xao,4,high,falling,0,0,1,low,-upper,raised_L,center,middle,rounded,large,0.9331986255404509,0.06680137445954916
浩,hao4,10,3846759,212163,0.895,239177,157442,275113,660016,1377115,1352577,745.1,768.01,1316.33,3188.483,8197.113,15028.633,4873.945,2.312,37.687,4.412,4.25,3.9,3.6,xao,4,high,falling,0,0,1,low,-upper,raised_L,center,middle,rounded,large,0.9477292246562018,0.05227077534379818
淏,hao4,11,12151,1254,0.813,10,18,119,1037,2627,9599,0.031,0.088,0.569,5.01,15.637,106.656,21.332,4.651,0.0,6.0,3.3125,3.0,2.9,淏,4,high,falling,0,0,1,low,-upper,raised_L,missing,missing,missing,missing,0.9064528161133906,0.09354718388660947
皓,hao4,12,398730,57128,0.749,5858,7023,18474,53585,142593,228337,18.249,34.259,88.392,258.865,848.768,2537.078,630.935,3.199,6.045,5.152,4.5,3.8,3.8,xao,4,high,falling,0,0,1,low,-upper,raised_L,center,middle,rounded,large,0.8746802732429836,0.12531972675701644
皞,hao4,15,2306,284,0.781,60,117,573,838,478,524,0.187,0.571,2.742,4.048,2.845,5.822,2.703,5.431,0.0,6.0,3.25,3.0,3.4,xao,4,high,falling,0,0,1,low,-upper,raised_L,center,middle,rounded,large,0.8903474903474904,0.10965250965250965
颢,hao4,18,22368,5700,0.594,309,666,2156,3629,6645,14660,0.963,3.249,10.316,17.531,39.554,162.889,39.084,4.397,0.322,5.879,3.75,3.7,3.9,xao,4,high,falling,0,0,1,low,-upper,raised_L,center,middle,rounded,large,0.7969217614365113,0.20307823856348867
灏,hao4,21,71944,6972,0.823,2247,2057,5410,10689,22284,36242,7.0,10.034,25.885,51.638,132.643,402.689,104.982,3.975,0.0,6.0,4.0,3.4,3.6,xao,4,high,falling,0,0,1,low,-upper,raised_L,center,middle,rounded,large,0.9116528967509757,0.08834710324902428
呵,he1,8,667,855,-0.124,32,8,24,380,844,229,0.1,0.039,0.115,1.836,5.024,2.544,1.61,5.583,86.756,4.057,1.8125,2.6,2.0,xe,1,high,level,1,0,0,high,+upper,raised_H,front,middle,unround,missing,0.43823915900131405,0.561760840998686
禾,he2,5,25221,39126,-0.216,15688,9988,7290,4864,9521,17058,48.872,48.722,34.88,23.498,56.673,189.533,67.03,4.167,11.64,4.898,3.3125,3.5,2.8,xe,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.39195300480208867,0.6080469951979113
合,he2,6,897555,220939,0.605,529057,294648,170207,75046,36126,14322,1648.153,1437.307,814.388,362.541,215.036,159.133,772.76,3.111,1504.312,2.822,3.9375,3.6,3.4,xe,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.8024674249481892,0.19753257505181074
何,he2,7,69606,67630,0.014,40792,23528,21692,21117,18995,10839,127.078,114.771,103.789,102.014,113.065,120.433,113.525,3.941,556.938,3.253,3.125,3.0,2.9,xe,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.5071992771575972,0.4928007228424029
和,he2,8,2825285,665518,0.619,1765703,821296,501683,221267,120376,61154,5500.632,4006.322,2400.397,1068.923,716.524,679.489,2395.381,2.62,5765.147,2.239,3.8125,3.9,3.1,xe,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.8093510289752817,0.1906489710247184
河,he2,8,715451,47760,0.875,270873,193897,143801,82090,50730,22086,843.841,945.839,688.043,396.57,301.964,245.4,570.276,3.243,394.359,3.403,3.125,3.2,2.8,xe,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.9374222855802655,0.06257771441973452
荷,he2,10,11624,406350,-0.944,202787,87093,52096,32103,23810,19880,631.735,424.844,249.263,155.087,141.726,220.889,303.924,3.516,65.662,4.176,3.9375,3.7,3.1,xe,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.027810342270093356,0.9721896577299066
核,he2,10,1900,738,0.44,419,737,620,400,322,146,1.305,3.595,2.967,1.932,1.917,1.622,2.223,5.492,221.489,3.653,2.6875,2.8,2.7,xe,2,mid,rising,0,1,0,high,+upper,raised_L,front,middle,unround,missing,0.7202426080363912,0.27975739196360877
贺,he4,9,502118,188844,0.453,119304,77248,84359,168242,159867,82717,371.664,376.82,403.632,812.763,951.589,919.078,639.258,3.194,53.443,4.264,4.0,3.7,3.4,xe,4,high,falling,0,0,1,low,-upper,raised_L,front,middle,unround,missing,0.7266940873738353,0.27330591262616466
赫,he4,14,106716,28487,0.579,2038,1840,5123,19713,40096,66416,6.349,8.976,24.512,95.232,238.667,737.956,185.282,3.73,41.288,4.374,4.1875,3.5,3.8,xe,4,high,falling,0,0,1,low,-upper,raised_L,front,middle,unround,missing,0.7893020125293078,0.2106979874706922
